TowNum|Tow_Firm|Tow_Firm_Address|Tow_Firm_Phone|Vehicle_State|Vehicle_Plate|Vehicle_Year|Make|Model|Color|Tow_From_Address|Date|Time|geom
324300|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|||2001|TOYOTA|CAMRY|BLK|357 GARDEN ST|7092016|636|(41.7787181333486, -72.6854681495153)
324301|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|768YOF|1998|TOYOTA|COROLLA|BLUE|357 GARDEN ST|7092016|636|(41.7787181333486, -72.6854681495153)
324299|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AD06674|2002|FORD|EXPLORER|GREEN|357 GARDEN ST|7092016|636|(41.7787181333486, -72.6854681495153)
324302|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2005|BUICK|LACROSSE|GRY|NEW BRITAIN AV & ZION ST|7092016|646|(41.7411943658002, -72.694258117247)
323879|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|884YYX|2010|HYUNDIA|SANTE FE|GRY|20 HENRY ST|6272016|1753|(41.7431845461452, -72.6888523807785)
323880|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AD48361|2009|TOYOTA|CAMRY|SILVER|20 HENRY ST|6272016|1755|(41.7431845461452, -72.6888523807785)
323881|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2004|JAGUAR|X-TYPE|BLACK|1 HEATH ST|6272016|1812|(41.7564700453529, -72.7108419943578)
323884|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|AA23168|2005|BMW|325I|GRAY|MARKET ST & TRUMBULL ST|6272016|1939|(41.7710713787866, -72.6710035503905)
323877|||860-296-8588|CT|600UZX|2014|AUDI|Q5|BLACK|34 PROSPECT ST|6272016|1713|(41.7635610748961, -72.6722039738177)
323888|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|658SFY|2007|NISSAN|ALTIMA|BLACK|AMITY ST & PARK ST|6282016|35|(41.7565924704059, -72.7099080202211)
323887|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|2AEPJ2|2013|TOYOTA|COROLLA|BLACK|AMITY ST & PARK ST|6282016|30|(41.7565924704059, -72.7099080202211)
323886|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|3ATPF2|2005|FORD|EXPLORER|BLACK|MOUNTAIN ST & NEW BRITAIN AV|6282016|18|(41.733863765035, -72.7023778085053)
323885|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|171XBZ|2014|TOYOTA|SIENNA|WHITE|MOUNTAIN ST & NEW BRITAIN AV|6282016|13|(41.733863765035, -72.7023778085053)
323889|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AD65233|1994|TOYOTA|COROLLA|GREEN|ORANGE ST & PARK ST|6282016|136|(41.757729441126, -72.7035926064626)
323892|||860-296-9663|CT|3AEPU7|2010|INFINITI|M35|GRAY|169 SIGOURNEY ST|6282016|311|(41.7711735909407, -72.693655444983)
323891|||860-296-9663|CT|3AJHR3|2003|NISSAN|MAXIMA|WHITE|195 AFFLECK ST|6282016|309|(41.7577351984909, -72.6894866883891)
323890|||860-296-9663|CT|4ALEA8|2010|HONDA|PILOT|BLUE|340 PARK TER|6282016|307|(41.7537710473032, -72.6970940109289)
323895|||860-296-9663|NC|DMT3319|2016|FORD|ESCAPE|BLACK|105 SHERBROOKE AV|6282016|527|(41.739979800182, -72.6986720051452)
323894|||860-296-9663|CT|7AJKG5|2003|TOYOTA|COROLLA|GRAY|105 SHERBROOKE AV|6282016|521|(41.739979800182, -72.6986720051452)
323893|||860-296-9663|CT|760ZML|2007|MAZDA|CX-7|GRAY|105 SHERBROOKE AV|6282016|518|(41.739979800182, -72.6986720051452)
323898|||860-296-9663|||2001|CHEVY|IMPALA|RED|131 FRANKLIN AV|6282016|837|(41.7479363931508, -72.6772836366875)
323900|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|ME|1250VH|2016|FORD|FOCUS|SILVER|508 GARDEN ST|6282016|906|(41.7836369074666, -72.6834475950677)
323899|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AA07932|2001|JEEP|CHEROKEE|BLACK|131 BRAINARD RD|6282016|847|(41.7368832728477, -72.6600729281792)
323901|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2004|ACURA|TL|WHITE|898 PARK ST|6282016|947|(41.7583157104463, -72.6923004002679)
323902|||860-296-1518|CT|4AWFA7|2002|TOYOTA|CAMRY|BLACKQ|24 PARK PL|6282016|949|(41.7593330626113, -72.6953864060237)
323905|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||1996|HONDA|CIVIC|BLACK|76 MAIN ST|6282016|1031|(41.7563824071486, -72.6750437463992)
323903|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||1995|TOYOTA|CAMRY|RED|115 MAIN ST|6282016|956|(41.7570202981127, -72.6759944499445)
323904|FOUR ACES|20,GILBERT AVE,BLOOMFIELD,CT,06002|860-335-8325|||1997|CHEVROLET|ASTRO|WHITE|237 LEDYARD ST|6282016|1015|(41.741439915463, -72.6697166764832)
323907|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|||1998|NISSAN|MAXIMA|GREEN|115 MAIN ST|6282016|1203|(41.7570202981127, -72.6759944499445)
323909|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2015|RIYA|MOPED|BLACK|SUMMIT ST & ZION ST|6282016|1234|(41.75383271391, -72.6933226208842)
323882|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|ME|731UN|1998|INFINITI|I30|TAN|CHAPEL ST SOUTH & HIGH ST|6272016|1838|(41.7708577214231, -72.6791093075491)
323883|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AE65283|2017|FORD|ESCAPE|SILVER|MARKET ST & TRUMBULL ST|6272016|1936|(41.7710713787866, -72.6710035503905)
323906|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|5AGFM7|2010|LEXUS|RX350|GRAY|178 STONINGTON ST|6282016|1139|(41.7545687751929, -72.6665804435945)
323908|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|3183CZ|2007|DODGE|GRAND CARV|GREEN|GROTON ST & WYLLYS ST|6282016|1218|(41.7564059081282, -72.6736331135411)
323929|||860-296-5382|CT|6ANDR6|2000|HONDA|CIVIC|BLACK|100 WESTON ST|6292016|156|(41.7881552066418, -72.6619766083899)
323941|||860-947-3062|||1999|JEEP|CHEROKEE|GREEN|11 STERLING ST|6292016|941|(41.7784510194426, -72.6957340290924)
323939|||860-296-8588|CT|2APTR0|2000|TOYOTA|COROLLA|BLACK|227 SISSON AV|6292016|738|(41.7650146659298, -72.7074111227265)
323946|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|||2001|ACURA|COUPE|GRAY|140 WOOSTER ST|6292016|1228|(41.782189523272, -72.6745619827607)
323948|CENTRAL AUTO & TRANSPORT, LLC|195 MAXIM RD. HARTFORD, CT 06114|860-246-7616|CT|2AHFM8|1999|NISSAN|MAXIMA|TAN|495 FLATBUSH AV|6292016|1244|(41.7400674710041, -72.7141922851277)
323947|||860-296-8588|CT|AA98392|2010|HONDA|ACCORD|GRAY|777 MAIN ST|6292016|1238|(41.7659532245849, -72.6736795082042)
323957|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|0APNW4|2008|CHEVY|COBALT|RED|142 STONINGTON ST|6292016|1732|(41.7547467465241, -72.6683129841693)
323958|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|||1993|LEXUS|ES300|BLU|101 MARY SHEPARDS PL|6292016|1812|(41.780631307933, -72.6746967062951)
323955|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|||2013|ACURA|ILX20|BLK|142 STONINGTON ST|6292016|1718|(41.7547467465241, -72.6683129841693)
323956|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|4256CJ|2000|TOYOTA|CELICA|GRY|756 PARK ST|6292016|1730|(41.7583500423289, -72.6896741702436)
323959|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AB45112|2007|NISSAN|MURANO|RED|47 CENTER ST|6292016|1906|(41.7781770095803, -72.6803982864143)
324041|||860-947-3062|||1994|TOYOTA|CAMRY|BLACK|158 WESTLAND ST|7022016|848|(41.7909555571857, -72.6791673599529)
324051|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|MA|9X7346|2000|HARLEY|MC|BLK|MAIN ST & MAPLE AV|7022016|1809|(41.7553942859895, -72.6764056898008)
324103|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|MA|3MA184|2015|NISS|ALT|RED|175 BONNER ST|7042016|1640|(41.7484456059732, -72.7023164287888)
324105|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AA54176|2006|NISS|MAXIMA|BLK|FAIRFIELD AV & MAPLE AV|7042016|2033|(41.7269855104063, -72.6911291597201)
324104|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|8AKKB2|2014|NISS|ALT|WHI|175 BONNER ST|7042016|1657|(41.7484456059732, -72.7023164287888)
324133|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|AC67825|2016|FORD|FUSION|SIL|62 VINELAND TER|7052016|2047|(41.788782528036, -72.6842472070788)
324130|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2001|MAZDA|MPV|GRN|RIDGEFIELD ST & WESTBOURNE PKWY|7052016|1248|(41.7867372294879, -72.6958761639225)
324132|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|772YME|1991|TOYOTA|COROLLA|BLUE|253 HIGH ST|7052016|1340|(41.7724354537278, -72.6780354428668)
324134|||860-233-7079|||1994|HONDA|CIVIC|WHTIE|218 ROGER ST|7052016|2208|(41.7285806016673, -72.6993123989179)
324135|||860-233-7079|CT|2ASBJ5|2015|TOYOTA|COROLLA|RED|137 EVERGREEN AV|7052016|2209|(41.7617559319518, -72.7086535336428)
324255|||860-953-1675|CT|AD68664|2007|VOLVO|S40|BLACK|80 WESTON ST|7082016|327|(41.7859514657497, -72.6634453620485)
323910|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|5AEFL2|2014|CHRYLSER|TOWN COUNT|SILVER|BLUE HILLS AV & TOWER AV|6282016|1340|(41.800680268282, -72.6948077644476)
323912|FOUR ACES|20,GILBERT AVE,BLOOMFIELD,CT,06002|860-335-8325|||1999|TOYOTA|CAMRY SOLA|WHITE|237 LEDYARD ST|6282016|1524|(41.741439915463, -72.6697166764832)
323911|||860-947-3062|CT|498BPV|2002|TOYOTA|HIGHLANDER|WHITE|5 GRAY ST|6282016|1519|(41.7640245218139, -72.7075357406318)
323913|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|0ALSP4|2004|MERCEDES|M1350|BLACK|633 GARDEN ST|6282016|1720|(41.7878924571471, -72.6823519078451)
323917|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|FL|PB449W|1995|HONDA|ACCORD|BLUE|27 BENTON ST|6282016|1946|(41.7474470019526, -72.6748602078802)
323920|||860-233-7079|CT|SX1061|2004|FREIGHTLIN|SPRINTER|WHITE|80 WESTON ST|6282016|2107|(41.7859514657497, -72.6634453620485)
323919|||860-233-7079|CT|AC25271|2000|ACURA|TL|GREEN|80 WESTON ST|6282016|2101|(41.7859514657497, -72.6634453620485)
323921|||860-233-7079|CT|712LER|2004|VOLKSWAGEN|GOLF GLS|BLUE|80 WESTON ST|6282016|2130|(41.7859514657497, -72.6634453620485)
323918|||860-233-7079|CT|AD12266|2005|HONDA|ACCORD|BLACK|116 SHERBROOKE AV|6282016|2030|(41.7414307981748, -72.6993733092642)
323928|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|||0|MUSTANG||RED|GARDEN ST & LIBERTY ST|6292016|32|(41.7756749238321, -72.6863241951353)
323926|||860-293-2442|MA|36LN94|2007|HONDA|ACCORD|SILVER|65 WESTON ST|6292016|5|(41.7843808701188, -72.6651853534604)
323924|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AB98426|2008|VOLVO|S60 2.5T|WHI|495 FLATBUSH AV|6292016|6|(41.7400674710041, -72.7141922851277)
323925|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|7AVTJ9|2007|HONDA|ACCORD|GRY|96 LINCOLN ST|6292016|11|(41.7534503754858, -72.6883810191558)
323923|||860-233-7079|CT|AB67559|2004|BMW|330X|SILVER|99 HUNTINGTON ST|6292016|1|(41.773735889034, -72.6911220712236)
323927|||860-293-2442|CT|123YRM|1999|NISSAN|MAXIMA|BLACK|53 NELSON ST|6292016|18|(41.7873085412095, -72.6762249345084)
323932|||860-296-5382|CT|0ABBR3|2003|NISSAN|SENTRA|WHITE|100 WESTON ST|6292016|219|(41.7881552066418, -72.6619766083899)
323931|||860-296-5382|CT|C040683|2016|FORD|EXPLORER|BLACK|100 WESTON ST|6292016|214|(41.7881552066418, -72.6619766083899)
323930|||860-296-5382|CT|6ASBS4|2015|NISSAN|ALTIMA|GREY|100 WESTON ST|6292016|203|(41.7881552066418, -72.6619766083899)
323933|||860-296-5382|CT|AD26604|2002|MERCURY|MOUNTANEER|SILVER|147 WOODLAND ST|6292016|309|(41.7769298745985, -72.6989267383068)
323935|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|669HFD|0||||ASYLUM AV & ELIZABETH ST|6292016|549|(41.7737345213926, -72.7048045645627)
323940|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|0AKFG3|2009|TOYOTA|YARIS|GRY/BLK|CHURCH ST & HIGH ST|6292016|841|(41.7695519297782, -72.6799716655658)
323945|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|AZ|AE22035|2011|GMC|TG 33 UHAU|ORANGE WHI|891 WEST BLVD|6292016|1150|(41.7612527742581, -72.7089799926052)
323942|||860-947-3062|CT|236HXD|2008|HONDA|FT|RED|84 FOREST ST|6292016|1115|(41.7673966419569, -72.6996399718106)
323963|||860-246-6871|NY|FTH8303|2014|NISSAN|VERSA|GRAY|600 ASYLUM AV|6302016|104|(41.7685380296298, -72.6844749687665)
323994|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|||2007|TOYOTA|CAMRY|RED|CHESTNUT ST & WALNUT ST|7012016|327|(41.7725590021511, -72.6810642308112)
324007|||860-246-7771|CT|0APAJ0|2002|NISSAN|MAXIMA|GRAY|160 NELSON ST|7012016|1353|(41.7884906736259, -72.6804937819446)
324009|||860-246-7771|CT|AB42711|2007|INFINITI|M35 SEDAN|BLACK|22 HUNTINGTON ST|7012016|1404|(41.7708233310304, -72.6914874549373)
323916|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||1998|BUICK|CENTURY|GREEN|44 SHULTAS PL|6282016|1826|(41.7487048521256, -72.6758443312744)
323914|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|4ASDK4|1997|AUDI|A4|SILVER|CAPITOL AV & JAMES ST|6282016|1806|(41.7601786759867, -72.7120893865669)
323915|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||1998|HONDA|ACCORD|RED|150 BEDFORD ST|6282016|1811|(41.7799293752977, -72.6836846255572)
323943|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|46CM34|1995|FORD|F150|GREEN|BLUE HILLS AV & BURNHAM ST|6292016|1133|(41.8053222105368, -72.6955140766834)
323944|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2007|INFINITY|G35X|BLUE|707 BLUE HILLS AV|6292016|1144|(41.8069525093949, -72.695933737208)
324038|||860-296-8588|CT|FFK1006|1998|ACURA|CL|BLACK|320 PARK TER|7022016|452|(41.7536272166876, -72.6962291897471)
323950|||860-246-7616|CT|0AUPF4|2001|MITSUBISHI|MONTERO|BLACK|2 PARK PL|6292016|1309|(41.7594588250631, -72.6962481290582)
323951|||860-246-7616|CT|2ATJR3|2006|AUDI|A 4|GRAY|216 VINE ST|6292016|1326|(41.7863854828623, -72.6877858117907)
323952|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|3AAFK2|2009|SUBARU|FORESTER|RED|5 CONSTITUTION PLAZA|6292016|1442|(41.7664606091747, -72.6699034950965)
323953|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|884ZLR|2001|FORD|ESCAPE|RED|BROAD ST & COLONIAL ST|6292016|1706|(41.7482678910122, -72.6871522781992)
323954|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|AA17640|2013|HYUNDAI|VELOSTER|BLK|BROAD ST & COLONIAL ST|6292016|1707|(41.7482678910122, -72.6871522781992)
323960|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2005|FORD|FREESTYLE|BLACK|135 NELSON ST|6292016|1955|(41.788004278478, -72.6798096044466)
323962|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|948YSX|1999|MERCURY|SABLE|BLUE|237 SOUTH WHITNEY ST|6302016|118|(41.7651544641702, -72.7107733900611)
323964|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||2006|INFINITI|G35|BLUE|20 MAGNOLIA ST|6302016|228|(41.7767808244546, -72.6883935488683)
323968|||860-293-2442|CT|AC84476|1998|FORD|ESCORT|RED|80 CHARTER OAK AV|6302016|925|(41.7597110404981, -72.6711082043722)
323967|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|NY|GZM7848|2015|JEEP|CHEROKEE|WHITE|ELMER ST & MAIN ST|6302016|907|(41.7855106996644, -72.6744041059795)
323969|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|FL|1157PX|1999|MERCEDES|E43|SILVER|45 BENTON ST|6302016|950|(41.7473076639533, -72.6756064329232)
323970|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|205NTV|2002|NISSAN|SENTRA|GREY|100 WELLS ST|6302016|1106|(41.7636161272301, -72.6755767099806)
323972|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|AC75740|2013|SUBARU|IMPREZA|RED|21 CENTER ST|6302016|1133|(41.7773916142205, -72.6807872357145)
323973|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|2ARGB2|2002|NISSAN|MAXIMA|BLUE|20 ROSEMONT ST|6302016|1345|(41.7983218147589, -72.6636980620409)
323974|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|762YRX|2007|HONDA|4DR|GREY|20 ROSEMONT ST|6302016|1345|(41.7983218147589, -72.6636980620409)
323975|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|||2015|FORD|FUSION|GREY|120 BONNER ST|6302016|1424|(41.7485421209295, -72.6994731750104)
323978|CROSS COUNTRY AUTO|585 WINDOSR ST. HARTFORD, CT 06120|860-296-2826|CT|1ATFE4|2002|HONDA|ACCORD|BLUE|84 FOREST ST|6302016|1700|(41.7673966419569, -72.6996399718106)
323977|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|NONE|1999|HONDA|ACCORD|WHITE|84 WHITMORE ST|6302016|1500|(41.7448050882853, -72.6808077218933)
323979|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|||2006|MERC|500C|SILVER|690 ALBANY AV|6302016|1834|(41.7789770497671, -72.6880126935214)
323985|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|2APTH7|2014|TOYT|CAMRY|GRY|135 BROAD ST|6302016|2026|(41.7674992352773, -72.6865821467977)
323984|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|484ZZJ|1991|HONDA|ACCORD|GRY|135 BROAD ST|6302016|2008|(41.7674992352773, -72.6865821467977)
323983|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|AB59889|2003|CHEVY|VENTURE|GRY|135 BROAD ST|6302016|1954|(41.7674992352773, -72.6865821467977)
323982|||860-233-7079|CT|2U696|1990|ACURA|INTEGRA|WHITE|924 WETHERSFIELD AV|6302016|1833|(41.7307548318659, -72.6692962976304)
323986|||860-947-3062|CT|647UNV|1998|HONDA|ACCORD|BLACK|304 GARDEN ST|6302016|1930|(41.7766830937283, -72.68581296494)
323988|||860-296-9663|CT|NONE|1997|SATURN|SL1|GREEN|690 ALBANY AV|6302016|1030|(41.7789770497671, -72.6880126935214)
323989|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|AC25754|1998|BUICK|CENTURY|TAN|I 84W-XT 44 PROSPECT AV|6302016|2215|
323961|||860-296-1518|CT|271KYV|2009|SAAB|93|BLUE|221 SIGOURNEY ST|6292016|2137|(41.7736246383743, -72.6929311490884)
323987|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AS12491|2001|NISSAN|MAXIMA|SILVER|231 ASHLEY ST|6302016|2143|(41.7755722752006, -72.6974479183244)
323992|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|AA62170|2015|HYUND|SONATA|BLK|767 WINDSOR ST|7012016|50|(41.7884713300165, -72.6697507532976)
324021|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|AD45277|2002|LINCOLN|LS|BLACK|GARDEN ST & MATHER ST|7012016|2158|(41.7803178006039, -72.6847533129773)
324027|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|AA23872|2006|ACURA|3.2 TL|GOLD|ARBOR ST & CAPITOL AV|7012016|2247|(41.7610105824501, -72.7029082060073)
324023|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|162ZVP|2005|ACURA|RL|GRAY|KING ST & WEBSTER ST|7012016|2207|(41.7431605721382, -72.6826724557787)
324028|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|CT|231ZWG|2003|DODGE|STRATUS|GRAY|ARBOR ST & CAPITOL AV|7012016|2247|(41.7610105824501, -72.7029082060073)
324025|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|NJ|749863N|2014|INFINITI|Q70|WHITE|GARDEN ST & MATHER ST|7012016|2214|(41.7803178006039, -72.6847533129773)
324022|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|CT|8ABJW4|2003|INFINITI|I35|BLUE|GARDEN ST & MATHER ST|7012016|2158|(41.7803178006039, -72.6847533129773)
324026|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|CT|8APME5|2011|HONDA|ACCORD EX1|GRAY|I 84E-FROM BROAD ST|7012016|2234|
324024|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CY|1AHFX0|2003|BUICK|REGAL|WHITE|KING ST & WEBSTER ST|7012016|2207|(41.7431605721382, -72.6826724557787)
324304|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|359ZRO|2001|JEEP|CHEROKEE|TAN|51 ENFIELD ST|7092016|903|(41.7824515131062, -72.6859049884911)
323990|WHITEY'S FRAME SHOP|305 WEST SERVICE RD. HARTFORD, CT 06120|860-246-6871|CT|3APSK7|2012|HYUNDAI|VELOSTER|GRY|39 ORANGE ST|6302016|2248|(41.7590911639746, -72.7039679448219)
323993|BENTON AUTO BODY|155 FRANKLIN AV. HARTFORD, CT 06114|860-246-7771|MD|5CH1368|2003|MERZ|BENZ|GOLD|118 VERNON ST|7012016|227|(41.7512266255716, -72.6917636472143)
323991|||860-246-6871|CT|AB71670|2014|ACURA|RL|GREY|105 SHERBROOKE AV|6302016|2245|(41.739979800182, -72.6986720051452)
323995|CAPITOL TOWING|181-211 WALNUT ST. HARTFORD, CT. 06120|860-293-2442|CT|9AALB2|1999|HONDA|ACCORD|BLK|30 PRESTON ST|7012016|633|(41.7401926182706, -72.6734613653955)
323998|FRIENDLY AUTO BODY & TOWING|99 MEADOW ST.  HARTFORD, CT. 06114|860-296-8588|CT|AD59354|0||||264 EDGEWOOD ST|7012016|944|(41.785890056203, -72.6905366585438)
324001|RENO'S AUTO BODY|525 FRANKLIN AV. HARTFORD, CT 06114|860-296-1518|||2001|ACURA|3.2CL|GREEN|46 ENFIELD ST|7012016|1228|(41.7820965497221, -72.685280210334)
324002|A & N AUTO|1516,PARK ST,HARTFORD,CT,06106|860-233-7079|CT|278MSP|2005|PONTIAC|GRAND AM|RED|BARTHOLOMEW AV & PARK ST|7012016|1249|(41.7579345331967, -72.7025505434975)
323997|CORONA'S AUTO PARTS,INC.|608 WETHERSFIELD AV. HARTFORD CT. 06114|860-296-5382|CT|643ZMP|2016|TOYOTA|SCION IA|BLACK|ALBANY AV & SCARBOROUGH ST|7012016|749|(41.7849856460092, -72.7087671944292)
324000|MODERN GARAGE|100A,AIRPORT RD,HARTFORD,CT,06114|860-296-9663|CT|C051173|2002|DODGE|RAM 1500|GRAY|61 GOODRICH ST|7012016|1126|(41.7319912439389, -72.6729004910725)
323999|METRO AUTOBODY & TOWING INC|722 WETHERSFIELD AV  HARTFORD CT 06114|860-947-3062|NJ|M51CBH|1990|DODGE|RAM|WHT|35 EVERGREEN AV|7012016|1112|(41.7651494515391, -72.7094311259659)
